package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
198bf43e-5138-4512-bffe-e9506f1aaa86,52a9c4fe-d803-4ed4-b987-22871a114ace,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,17e6165b-0efd-864a-8630-64a405d2dbc0,Percent Relative Humidity,"{"kind":"flat","type":"LVG. AIR","unit":"%RH","value":"42.3","category":"MODULATING HOT GAS REHEAT"}",42.3,%RH,MODULATING HOT GAS REHEAT,LVG. AIR
198bf43e-5138-4512-bffe-e9506f1aaa86,f7e5c834-4498-46f2-a30e-c6c717b2e772,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,,,"{"kind":"flat","type":"ENT. AIR DB","unit":"F","value":"49.6","category":"HEATING CAPACITIES"}",49.6,F,HEATING CAPACITIES,ENT. AIR DB
198bf43e-5138-4512-bffe-e9506f1aaa86,d77d2163-a89a-4d91-ba07-102e011fb75f,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,,,"{"kind":"flat","type":"AMBIENT DB","unit":"F","value":"30.0","category":"HEATING CAPACITIES"}",30.0,F,HEATING CAPACITIES,AMBIENT DB
198bf43e-5138-4512-bffe-e9506f1aaa86,0d4eaed1-b70e-446a-a96b-2292de86c225,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,,,"{"kind":"flat","type":"HEAT PUMP CAP","unit":"TMBH","value":"229.8","category":"HEATING CAPACITIES"}",229.8,TMBH,HEATING CAPACITIES,HEAT PUMP CAP
198bf43e-5138-4512-bffe-e9506f1aaa86,afce250b-1de1-42a8-a7f8-9dedc52dd499,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,,,"{"kind":"flat","type":"HEAT PUMP LVG AIR DB","unit":"F","value":"85.1","category":"HEATING CAPACITIES"}",85.1,F,HEATING CAPACITIES,HEAT PUMP LVG AIR DB
198bf43e-5138-4512-bffe-e9506f1aaa86,7af29078-241b-44d6-975e-4fdf96c06b68,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"ELECTRIC RESISTANCE HEATER KW SIZE (AUXILIARY)","unit":"kW","value":"20.0","category":"HEATING CAPACITIES"}",20.0,kW,HEATING CAPACITIES,ELECTRIC RESISTANCE HEATER KW SIZE (AUXILIARY)
198bf43e-5138-4512-bffe-e9506f1aaa86,542f6c27-e90e-4edd-b67f-d4efae58e315,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"ELECTRIC RESISTANCE HEATER KW SIZE (EMERGENCY)","unit":"kW","value":"80.0","category":"HEATING CAPACITIES"}",80.0,kW,HEATING CAPACITIES,ELECTRIC RESISTANCE HEATER KW SIZE (EMERGENCY)
198bf43e-5138-4512-bffe-e9506f1aaa86,b46e0dde-fecd-4aed-8e3d-b45417d8d4a9,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"TOTAL HEATING HEAT PUMP + AUX ELEC","unit":"MBH","value":"298.1","category":"HEATING CAPACITIES"}",298.1,MBH,HEATING CAPACITIES,TOTAL HEATING HEAT PUMP + AUX ELEC
198bf43e-5138-4512-bffe-e9506f1aaa86,b7ece006-05c4-4790-b2a4-e3fb1b28aca1,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,,,"{"kind":"flat","type":"HEAT PUMP + ELECT HEATER LVG AIR DB","unit":"F","value":"99.1","category":"HEATING CAPACITIES"}",99.1,F,HEATING CAPACITIES,HEAT PUMP + ELECT HEATER LVG AIR DB
198bf43e-5138-4512-bffe-e9506f1aaa86,52e4b403-6d53-4d47-bf0e-5eea3ea2e025,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"TOTAL WEIGHT (EQUIPMENT + CURB)","unit":"LBS","value":"4,125","category":null}","4,125",LBS,,TOTAL WEIGHT (EQUIPMENT + CURB)
198bf43e-5138-4512-bffe-e9506f1aaa86,afacbb6a-b705-49fd-a65c-aff2a6a80564,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,,,"{"kind":"flat","type":"SERVICE AREA","unit":null,"value":"MAIN WAREHOUSE OUTSIDE AIR","category":null}",MAIN WAREHOUSE OUTSIDE AIR,,,SERVICE AREA
198bf43e-5138-4512-bffe-e9506f1aaa86,7ab52355-afd5-4af3-bef7-0006cb9d4741,740f7a4c-35a9-4ee3-a5c0-f0d5c7795cfe,,,,,,,"{"kind":"flat","type":"ACCESSORIES / OPTIONS","unit":null,"value":"1","category":null}",1,,,ACCESSORIES / OPTIONS
198bf43e-5138-4512-bffe-e9506f1aaa86,2ee6ed0e-1699-401d-8c63-46049b053f5c,ca85ea69-7b94-4424-b41b-cb206f1b04f2,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"AAON","category":null}",AAON,,,Manufacturer
198bf43e-5138-4512-bffe-e9506f1aaa86,fc8ceb88-507a-4a16-8e1f-1207c67f1dca,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Model","unit":null,"value":"RN-030","category":null}",RN-030,,,Model
198bf43e-5138-4512-bffe-e9506f1aaa86,d27c48ce-9c5b-42a7-b4ca-6459668d4324,ca85ea69-7b94-4424-b41b-cb206f1b04f2,2f61801b-7073-4f31-bf70-c7acde22774c,Integrated Energy Efficiency Ratio,,,,,"{"kind":"flat","type":"MINAHRI Cooling n (EFF) [IEER] (APPLICATION)","unit":null,"value":"10.0","category":"Efficiency Ratings"}",10.0,,Efficiency Ratings,MINAHRI Cooling n (EFF) [IEER] (APPLICATION)
198bf43e-5138-4512-bffe-e9506f1aaa86,7cd4d66c-317f-4b70-b551-4421ce507e09,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"MINAHRI Cooling n (EFF) [IEER] (APPLICATION)","unit":null,"value":"12.5","category":"Efficiency Ratings"}",12.5,,Efficiency Ratings,MINAHRI Cooling n (EFF) [IEER] (APPLICATION)
198bf43e-5138-4512-bffe-e9506f1aaa86,dcceef84-d5df-45dc-b29b-fe787a26ba38,ca85ea69-7b94-4424-b41b-cb206f1b04f2,3680ba96-b698-4817-8121-8a24eaadf9d6,Coefficient of Performance,,,,,"{"kind":"flat","type":"MINAHRI Heating n (EFF) [ISCOP2] (STANDARD AHRI 920)","unit":null,"value":"3.2","category":"Efficiency Ratings"}",3.2,,Efficiency Ratings,MINAHRI Heating n (EFF) [ISCOP2] (STANDARD AHRI 920)
198bf43e-5138-4512-bffe-e9506f1aaa86,db58229c-4858-4c81-a714-071c02675d96,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"MINAHRI Dehum n (EFF) [ISMRE2] (STANDARD AHRI 920)","unit":null,"value":"5.8","category":"Efficiency Ratings"}",5.8,,Efficiency Ratings,MINAHRI Dehum n (EFF) [ISMRE2] (STANDARD AHRI 920)
198bf43e-5138-4512-bffe-e9506f1aaa86,c3dfddce-043b-4716-8cd5-58faf556b99e,ca85ea69-7b94-4424-b41b-cb206f1b04f2,6ef56cbf-210c-46e4-9db6-99aa4e235f87,Minimum Circuit Ampacity,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"112","category":"Electrical Data"}",112,,Electrical Data,MCA
198bf43e-5138-4512-bffe-e9506f1aaa86,3ec8ec9b-da70-4be5-87f6-6e9ea3852c7f,ca85ea69-7b94-4424-b41b-cb206f1b04f2,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOCP","unit":null,"value":"125","category":"Electrical Data"}",125,,Electrical Data,MOCP
198bf43e-5138-4512-bffe-e9506f1aaa86,3202dddf-5e07-4e84-a0e4-890aaf296e7d,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"VOLT/PHASE","unit":null,"value":"460/3","category":"Electrical Data"}",460/3,,Electrical Data,VOLT/PHASE
198bf43e-5138-4512-bffe-e9506f1aaa86,98edbdd8-2831-4ef9-b488-ae80fb7deafe,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"AIC SCCR RATING","unit":null,"value":"10K","category":"Electrical Data"}",10K,,Electrical Data,AIC SCCR RATING
198bf43e-5138-4512-bffe-e9506f1aaa86,61e070dc-4653-49ea-910a-693170124b87,ca85ea69-7b94-4424-b41b-cb206f1b04f2,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"CFM","unit":"CFM","value":"5,250","category":"Supply Fan Section"}","5,250",CFM,Supply Fan Section,CFM
198bf43e-5138-4512-bffe-e9506f1aaa86,dbe7d5c8-a4b8-49fd-ba95-99bfc8046ffc,ca85ea69-7b94-4424-b41b-cb206f1b04f2,385a8abb-6167-4062-88c6-d7ffc22a5a39,External Static Pressure,,,,,"{"kind":"flat","type":"E.S.P.","unit":"IWC","value":"0.6","category":"Supply Fan Section"}",0.6,IWC,Supply Fan Section,E.S.P.
198bf43e-5138-4512-bffe-e9506f1aaa86,ba5c0123-6360-4092-b92f-463639a9a4e8,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Dirty Filter","unit":"IWC","value":"0.75","category":"Supply Fan Section"}",0.75,IWC,Supply Fan Section,Dirty Filter
198bf43e-5138-4512-bffe-e9506f1aaa86,c87a674f-df61-4e16-aed3-762adc375158,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"HP","unit":"HP","value":"5","category":"Supply Fan Section"}",5,HP,Supply Fan Section,HP
198bf43e-5138-4512-bffe-e9506f1aaa86,292d5b68-2c0d-4214-ab26-67af9f4796a7,ca85ea69-7b94-4424-b41b-cb206f1b04f2,436ebb8d-e96c-4b05-9e52-601fe0335dea,CFM,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"CFM","unit":"CFM","value":"4,725","category":"Exhaust Fan Section"}","4,725",CFM,Exhaust Fan Section,CFM
198bf43e-5138-4512-bffe-e9506f1aaa86,b6bd6b13-00d0-4129-a910-c85b72197c52,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"E.S.P.","unit":"IWC","value":"0.3","category":"Exhaust Fan Section"}",0.3,IWC,Exhaust Fan Section,E.S.P.
198bf43e-5138-4512-bffe-e9506f1aaa86,d4aadd55-5916-4580-9e5d-139955794cc1,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"HP","unit":"HP","value":"3.0","category":"Exhaust Fan Section"}",3.0,HP,Exhaust Fan Section,HP
198bf43e-5138-4512-bffe-e9506f1aaa86,220573da-0a72-4b00-9110-f3e1f3044e41,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"EAT DB","unit":"F","value":"110.0","category":"Outdoor"}",110.0,F,Outdoor,EAT DB
198bf43e-5138-4512-bffe-e9506f1aaa86,98660d64-a7e8-4649-9328-6fd104e668f2,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"EAT WB","unit":"F","value":"73.0","category":"Outdoor"}",73.0,F,Outdoor,EAT WB
198bf43e-5138-4512-bffe-e9506f1aaa86,919bfac2-cf97-4995-8b72-7d30d50665e4,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"EAT DB","unit":"F","value":"75.0","category":"Exhaust"}",75.0,F,Exhaust,EAT DB
198bf43e-5138-4512-bffe-e9506f1aaa86,4a54d740-7d7e-49a0-803f-70299cb37e24,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"EAT WB","unit":"F","value":"63.0","category":"Exhaust"}",63.0,F,Exhaust,EAT WB
198bf43e-5138-4512-bffe-e9506f1aaa86,575f7bb7-82a9-463b-823a-53547a7fa0e0,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"LAT DB","unit":"F","value":"86.2","category":"Supply"}",86.2,F,Supply,LAT DB
198bf43e-5138-4512-bffe-e9506f1aaa86,45dd5ce2-89e5-48b1-bb1a-bc66070491e8,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"LAT WB","unit":"F","value":"66.4","category":"Supply"}",66.4,F,Supply,LAT WB
198bf43e-5138-4512-bffe-e9506f1aaa86,56b92054-7cef-4ccf-8625-b84062e515dc,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"EAT DB","unit":"F","value":"30.0","category":"Outdoor"}",30.0,F,Outdoor,EAT DB
198bf43e-5138-4512-bffe-e9506f1aaa86,c070d0ae-ce51-4e2e-8100-695abcaf3555,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"EAT WB","unit":"F","value":"29.0","category":"Outdoor"}",29.0,F,Outdoor,EAT WB
198bf43e-5138-4512-bffe-e9506f1aaa86,26ba3fbe-486c-43d0-9013-a241bbec8d89,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"EAT DB","unit":"F","value":"60.0","category":"Exhaust"}",60.0,F,Exhaust,EAT DB
198bf43e-5138-4512-bffe-e9506f1aaa86,30c9e58e-c1c1-46f5-a0b7-b7cfacb4a19e,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"EAT WB","unit":"F","value":"50.0","category":"Exhaust"}",50.0,F,Exhaust,EAT WB
198bf43e-5138-4512-bffe-e9506f1aaa86,6268c160-6ab0-40dd-8f6e-dd1673e6fe2a,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"LAT DB","unit":"F","value":"49.6","category":"Supply"}",49.6,F,Supply,LAT DB
198bf43e-5138-4512-bffe-e9506f1aaa86,60c6b407-ba1d-40d8-918f-cccedea822d0,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"LAT WB","unit":"F","value":"43.3","category":"Supply"}",43.3,F,Supply,LAT WB
198bf43e-5138-4512-bffe-e9506f1aaa86,a34c8894-4d71-4576-833f-591d64fb934a,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"DB","unit":"F","value":"86.2","category":"Entering Air"}",86.2,F,Entering Air,DB
198bf43e-5138-4512-bffe-e9506f1aaa86,e59b8a54-6934-4925-b434-b851a5f6346a,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"WB","unit":"F","value":"66.4","category":"Entering Air"}",66.4,F,Entering Air,WB
198bf43e-5138-4512-bffe-e9506f1aaa86,7b7a6294-6a86-4659-ba44-489a2b0f2e21,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Ambient DB","unit":"F","value":"110.0","category":"DX Cooling Capacities"}",110.0,F,DX Cooling Capacities,Ambient DB
198bf43e-5138-4512-bffe-e9506f1aaa86,016fce07-a8b8-4786-843c-8ff64edd2bd8,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"DB","unit":"F","value":"48.2","category":"Leaving Air"}",48.2,F,Leaving Air,DB
198bf43e-5138-4512-bffe-e9506f1aaa86,bd425588-9aeb-413c-be2c-01319d83bb6a,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"WB","unit":"F","value":"48.0","category":"Leaving Air"}",48.0,F,Leaving Air,WB
198bf43e-5138-4512-bffe-e9506f1aaa86,3b41923c-2090-43f9-adb8-fdce727232cf,ca85ea69-7b94-4424-b41b-cb206f1b04f2,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,,,"{"kind":"flat","type":"Total","unit":"TMBH","value":"263.1","category":"Capacity"}",263.1,TMBH,Capacity,Total
198bf43e-5138-4512-bffe-e9506f1aaa86,36afe847-dc60-410d-b398-e6a182114026,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Sensible","unit":"SMBH","value":"202.5","category":"Capacity"}",202.5,SMBH,Capacity,Sensible
198bf43e-5138-4512-bffe-e9506f1aaa86,a16782ee-c5a9-4b75-b952-641a98fbd7ff,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Total","unit":"TMBH","value":"377.2","category":"Capacity w/ HX"}",377.2,TMBH,Capacity w/ HX,Total
198bf43e-5138-4512-bffe-e9506f1aaa86,8cf93088-24bf-47ef-a5ef-f466bffb24f4,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Sensible","unit":"SMBH","value":"316.6","category":"Capacity w/ HX"}",316.6,SMBH,Capacity w/ HX,Sensible
198bf43e-5138-4512-bffe-e9506f1aaa86,a36d96bf-2a30-4dd2-91a8-cd398f89d7d3,ca85ea69-7b94-4424-b41b-cb206f1b04f2,92929d54-bdb5-4112-a464-e3362820c7c6,Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Capacity","unit":"MBH","value":"126.6","category":"Modulating Hot Gas Reheat"}",126.6,MBH,Modulating Hot Gas Reheat,Capacity
198bf43e-5138-4512-bffe-e9506f1aaa86,9bf2e71c-9d7d-4ef8-abfa-17433306b433,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"DB","unit":"F","value":"72 (ADJST)","category":"Leaving Air"}",72 (ADJST),F,Leaving Air,DB
198bf43e-5138-4512-bffe-e9506f1aaa86,35a7ad9d-3461-4b9c-a95d-a2d6889ac346,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"WB","unit":"F","value":"57.7","category":"Leaving Air"}",57.7,F,Leaving Air,WB
198bf43e-5138-4512-bffe-e9506f1aaa86,eeea155f-3b01-43bb-8c65-686fae1fc007,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Dewpoint","unit":"F","value":"47.8","category":"Leaving Air"}",47.8,F,Leaving Air,Dewpoint
198bf43e-5138-4512-bffe-e9506f1aaa86,368432f2-58da-433a-8920-5c288439d438,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Humidity Ratio","unit":"GR/LBm","value":"51.1","category":"Leaving Air"}",51.1,GR/LBm,Leaving Air,Humidity Ratio
198bf43e-5138-4512-bffe-e9506f1aaa86,6b862f73-e2c1-4875-a32f-0156c69341f9,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,17e6165b-0efd-864a-8630-64a405d2dbc0,Percent Relative Humidity,"{"kind":"flat","type":"RH","unit":"%RH","value":"42.3","category":"Leaving Air"}",42.3,%RH,Leaving Air,RH
198bf43e-5138-4512-bffe-e9506f1aaa86,78019236-df2d-493e-afe9-f48a81865ac5,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Entering Air DB","unit":"F","value":"49.6","category":"Heating Capacities"}",49.6,F,Heating Capacities,Entering Air DB
198bf43e-5138-4512-bffe-e9506f1aaa86,14526050-40ca-476d-aaf3-151b929c0e57,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Ambient DB","unit":"F","value":"30.0","category":"Heating Capacities"}",30.0,F,Heating Capacities,Ambient DB
198bf43e-5138-4512-bffe-e9506f1aaa86,49c46beb-cc68-44ee-bfce-14dd1bf4f5ea,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Heat Pump Capacity","unit":"TMBH","value":"229.8","category":"Heating Capacities"}",229.8,TMBH,Heating Capacities,Heat Pump Capacity
198bf43e-5138-4512-bffe-e9506f1aaa86,995b720b-f5eb-4bce-8b56-8e94058da3f0,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Heat Pump Leaving Air DB","unit":"F","value":"85.1","category":"Heating Capacities"}",85.1,F,Heating Capacities,Heat Pump Leaving Air DB
198bf43e-5138-4512-bffe-e9506f1aaa86,f366c5f1-f5c5-438b-8ef1-bbd7cf0b5308,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater (Auxiliary)","unit":"kW","value":"20.0","category":"Heating Capacities"}",20.0,kW,Heating Capacities,Electric Resistance Heater (Auxiliary)
198bf43e-5138-4512-bffe-e9506f1aaa86,f7fe5dc3-d5ea-4099-a464-0ffd29c2b3fe,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,650142fc-4ae1-4891-ba32-533946d0ba08,Kilowatts,"{"kind":"flat","type":"Electric Resistance Heater (Emergency)","unit":"kW","value":"80.0","category":"Heating Capacities"}",80.0,kW,Heating Capacities,Electric Resistance Heater (Emergency)
198bf43e-5138-4512-bffe-e9506f1aaa86,ae66c93b-8eeb-45c4-bf9c-50b0f062606c,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Heating (Heat Pump + Aux Elec)","unit":"MBH","value":"298.1","category":"Heating Capacities"}",298.1,MBH,Heating Capacities,Total Heating (Heat Pump + Aux Elec)
198bf43e-5138-4512-bffe-e9506f1aaa86,a2d11965-ed5f-4bf2-9954-16c7d2f1fb5a,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Leaving Air DB (Heat Pump + Elec Heater)","unit":"F","value":"99.1","category":"Heating Capacities"}",99.1,F,Heating Capacities,Leaving Air DB (Heat Pump + Elec Heater)
198bf43e-5138-4512-bffe-e9506f1aaa86,c19b779d-5ec6-47b5-9af9-f7c61223d9e2,ca85ea69-7b94-4424-b41b-cb206f1b04f2,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Total Weight (Equipment + Curb)","unit":"LBS","value":"4,125","category":null}","4,125",LBS,,Total Weight (Equipment + Curb)
198bf43e-5138-4512-bffe-e9506f1aaa86,454650e9-e42d-49b3-a48d-1cfc65b618e6,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Service Area","unit":null,"value":"MAIN WAREHOUSE OUTSIDE AIR","category":null}",MAIN WAREHOUSE OUTSIDE AIR,,,Service Area
198bf43e-5138-4512-bffe-e9506f1aaa86,c6f508c5-9f91-4b3f-8366-b8f3870f374a,ca85ea69-7b94-4424-b41b-cb206f1b04f2,,,,,,,"{"kind":"flat","type":"Accessories / Options","unit":null,"value":"1","category":null}",1,,,Accessories / Options
198bf43e-5138-4512-bffe-e9506f1aaa86,f4115702-bf7c-4867-ba99-f9ba3e302445,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,,,"{"kind":"flat","type":"Model #","unit":null,"value":"RN-008","category":null}",RN-008,,,Model #
198bf43e-5138-4512-bffe-e9506f1aaa86,b944cc08-ead7-44a6-b5ae-0fd477fe02ac,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,,,"{"kind":"flat","type":"Service Area","unit":null,"value":"PHARMACY","category":null}",PHARMACY,,,Service Area
198bf43e-5138-4512-bffe-e9506f1aaa86,fbb2ff0d-2192-4bfd-9da4-ea18712ae49f,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,,,"{"kind":"flat","type":"Accessories/Options","unit":null,"value":"1,3,4","category":null}","1,3,4",,,Accessories/Options
198bf43e-5138-4512-bffe-e9506f1aaa86,47574114-7775-494f-a3c8-46d505115ce5,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,,,"{"kind":"flat","type":"AIC SCCR Rating","unit":null,"value":"10K","category":"Electrical Requirements"}",10K,,Electrical Requirements,AIC SCCR Rating
198bf43e-5138-4512-bffe-e9506f1aaa86,7bacb37b-da32-46b9-88dd-0193e3011300,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"OSA","unit":"CFM","value":"SEE PLAN","category":"Evaporator Fan Capacities"}",SEE PLAN,CFM,Evaporator Fan Capacities,OSA
198bf43e-5138-4512-bffe-e9506f1aaa86,5d85fc2b-82ae-42ed-af59-242dcce6fb97,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,,,"{"kind":"flat","type":"Dirty Filter","unit":"IWC","value":"0.35","category":"Evaporator Fan Capacities"}",0.35,IWC,Evaporator Fan Capacities,Dirty Filter
198bf43e-5138-4512-bffe-e9506f1aaa86,925f8976-2791-4bfd-9d9c-8dd97f34a78c,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"Fan","unit":"HP","value":"2.0","category":"Evaporator Fan Capacities"}",2.0,HP,Evaporator Fan Capacities,Fan
198bf43e-5138-4512-bffe-e9506f1aaa86,fc8c7182-700c-46c0-ace0-037061ce375a,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Total","unit":"CFM","value":"N/A","category":"Power Exhaust"}",N/A,CFM,Power Exhaust,Total
198bf43e-5138-4512-bffe-e9506f1aaa86,8a0de83b-928f-4b4b-985e-5614531ae6ac,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"Fan","unit":"HP","value":"N/A","category":"Power Exhaust"}",N/A,HP,Power Exhaust,Fan
198bf43e-5138-4512-bffe-e9506f1aaa86,52b83f87-7446-47d7-9b42-78b66bd6e87c,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,,,"{"kind":"flat","type":"ENT. AIR DB","unit":null,"value":"74.0","category":"Cooling Capacities @95F"}",74.0,,Cooling Capacities @95F,ENT. AIR DB
198bf43e-5138-4512-bffe-e9506f1aaa86,db458742-84a4-4bc0-b092-6beddfb65ee5,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,,,"{"kind":"flat","type":"ENT. AIR WB","unit":null,"value":"56.0","category":"Cooling Capacities @95F"}",56.0,,Cooling Capacities @95F,ENT. AIR WB
198bf43e-5138-4512-bffe-e9506f1aaa86,ed123be8-0dfa-429a-a437-54b3c5117a40,34e1557d-49a1-477c-94d8-9094cafaa1b0,,,,,,,"{"kind":"flat","type":"AMBIENT DB","unit":null,"value":"95","category":"Cooling Capacities @95F"}",95,,Cooling Capacities @95F,AMBIENT DB
